﻿2000年,39.87576602315352,集中供暖,41000767,116.4658780882269,3室2厅1卫,2018-07-03,800,捡漏！潘家园松榆西里烟草局家属院 独院管理  业主着急出售,148.11平米,顶层/6层
﻿2003年,39.85787926101443,集中供暖,40945797,116.43574906353526,3室2厅2卫,2018-06-25,730,三环边+三居+西南向+环境优美+集中供暖+改善必选,120.89平米,高楼层/29层
﻿2009年,39.95952353620509,自供暖,40900139,116.54525007733763,3室2厅2卫,2018-06-19,835,东坝奥园满五年好位置价位能谈能谈能谈直通车库,137.59平米,中楼层/7层
﻿2004年,39.846694266562987,集中供暖,41387616,116.35981324604977,3室1厅2卫,2018-08-28,750,南三环草桥南北三居室  业主诚心卖,124.82平米,低楼层/9层
﻿2004年,39.864422877163878,集中供暖,39876191,116.393885113898,3室1厅1卫,2018-01-21,780,东城区 望陶园三室一厅一卫,134.11平米,中楼层/18层
﻿1999年,40.00401819206174,集中供暖,41682491,116.40536067571368,3室1厅1卫,2018-10-07,730,奥森公园旁慧忠北里三社区 三居室  独院管理 24小时热水,120.62平米,中楼层/25层
﻿2009年,39.93248255680425,集中供暖,41546044,116.20414765051786,3室2厅2卫,2018-09-18,880,雍景四季 中楼层精装大三居 满五唯一 小区门口地铁6号线,139.62平米,中楼层/23层
﻿2000年,40.07299490223857,集中供暖,41498223,116.32110064287258,3室2厅2卫,2018-09-12,730,龙泽苑西区一层带院 大三居 满五年,131.78平米,底层/6层
﻿2000年,39.85900238440734,集中供暖,41353288,116.42491563030197,3室2厅2卫,2018-08-23,730,地铁口 超棒南北大三居 少见户型n业主特诚心出售随时看房,147.18平米,中楼层/31层
﻿2003年,39.84261481429107,集中供暖,41308130,116.3617276888562,3室2厅2卫,2018-08-17,865,洋房社区  南北三居室  看房只需提前联系,118.14平米,高楼层/6层
﻿2011年,39.89497684062155,集中供暖,41101239,116.20670260873092,3室2厅2卫,2018-07-18,800,融景城  南北通透三室两厅两卫  精装修,132.38平米,中楼层/26层
﻿2006年,39.83784235411685,集中供暖,39915435,116.38297664391607,3室2厅2卫,2018-01-27,715,马家堡 西马金润南北通透大三居居 满五年,147.4平米,高楼层/6层
﻿2006年,39.92556150710766,集中供暖,37527923,116.50416893419397,3室2厅2卫,2017-04-20,870,晨光家园B区三室二厅二卫,136平米,低楼层/21层
﻿2006年,39.92556150710766,集中供暖,37175447,116.50416893419397,3室2厅2卫,2017-03-08,860,晨光家园B区三室二厅二卫,135平米,顶层/13层
﻿2008年,39.89834561740244,集中供暖,41022370,116.50561556753093,3室2厅2卫,2018-07-06,830,沿海赛洛城南北通透三居，不临街，前后是花园。,139.66平米,低楼层/5层
﻿2003年,39.878519830401099,集中供暖,39551191,116.31937605512732,3室1厅1卫,2017-12-12,820,首科花园 全南向三居 高楼层 户型方正 业主诚心出售,119.4平米,高楼层/26层
﻿2010年,39.77501032007979,集中供暖,40259961,116.32883496520388,3室2厅2卫,2018-03-24,718,保利茉莉公馆  南北向三室两厅两卫格局  不临街明卫,132.12平米,低楼层/22层
﻿2008年,40.04654313482354,集中供暖,41745718,116.41888512024669,3室2厅2卫,2018-10-14,800,西南三居 花园位置 双卧朝南客厅朝南 采光好,135.97平米,顶层/23层
﻿2001年,39.84677720096638,集中供暖,40109826,116.43898902282884,3室2厅2卫,2018-03-08,705,宋家庄、成寿寺嘉和人家小区03年商品房社区 西南向 高楼层,123.73平米,高楼层/23层
﻿2009年,40.111072354740297,自供暖,41124132,116.5531908613908,3室2厅2卫,2018-07-21,730,江山赋，新上全明三居两卫，不临街不把边，高楼层，,115.48平米,中楼层/11层
﻿2005年,40.03946814907959,集中供暖,40446763,116.4240831011235,3室2厅2卫,2018-04-18,750,茉藜园南北三居室 中间楼层 无遮挡满五年一套一直自住,120.8平米,低楼层/19层
﻿2012年,40.03619401291557,集中供暖,41587803,116.42778826132168,3室2厅2卫,2018-09-22,890,筑华年 南向三居室 看房方便有钥匙 业主诚售,122.35平米,低楼层/24层
﻿2006年,40.04042043270324,自供暖,41235106,116.42127006402524,3室3厅2卫,2018-08-06,780,天怡家园南北三居室 两套房一个本 楼层高视野好 看房有钥匙,153.85平米,中楼层/20层
﻿2007年,40.03946814907959,集中供暖,40853529,116.4240831011235,3室2厅2卫,2018-06-12,705,茉藜园西南向三居室，房主诚售，带车位，紧邻地铁5号线,126.72平米,高楼层/26层
﻿2000年,39.99892770748108,,40662786,116.47592281328181,3室2厅2卫,2018-05-18,810,望京新城东南三居 满五年 无敌户型 随时看 周期无限,142.93平米,低楼层/29层
﻿2005年,40.05792505026989,集中供暖,40109760,116.31491666537784,3室2厅2卫,2018-03-08,860,满五年商品房南北通透三居室出售,142.29平米,中楼层/12层
﻿1994年,39.95698142012025,集中供暖,41454299,116.44227101076088,3室2厅2卫,2018-09-06,800,三元桥左家庄 精装复式 南北通透,148.3平米,顶层/6层
﻿2004年,39.83167919174496,集中供暖,41157169,116.30136042011067,3室2厅2卫,2018-07-26,800,怡海花园三期 三居室 业主诚售,130.07平米,高楼层/18层
﻿2000年,39.99892770748108,,40069808,116.47592281328181,3室1厅1卫,2018-03-03,810,望京西园四区日不落三居室，带阳光房，带露台，前后不临街,115.87平米,高楼层/26层
﻿2000年,39.99892770748108,,41153878,116.47592281328181,3室2厅2卫,2018-07-25,830,望京新城，板楼全南三居室，采光好，双卫设计，有钥匙随时看房,125.33平米,中楼层/20层
﻿2007年,40.03946814907959,集中供暖,40625112,116.4240831011235,3室2厅2卫,2018-05-13,730,茉藜园南北通透大三居 正对花园  看房方便,153.19平米,中楼层/18层
﻿2008年,39.98417776744501,集中供暖,41454906,116.43237687141482,3室1厅1卫,2018-09-06,900,芍药居北里，08年南北三居，2梯5户，有钥匙，随时签约,116.17平米,低楼层/31层
﻿1999年,40.004165713170618,集中供暖,41397872,116.46896917717918,3室2厅1卫,2018-08-30,800,三居双卫，大户型，振国三居，高层视野好，无遮挡,155.42平米,高楼层/30层
﻿2003年,40.03773971499165,集中供暖,41183262,116.35995498332855,3室2厅1卫,2018-07-30,725,怡清园板楼正规南北三居 楼层好,120.87平米,低楼层/7层
﻿1996年,39.98943734839721,集中供暖,41479430,116.47080021627375,3室2厅1卫,2018-09-09,800,望花路西里 三居室 户型方正 视野开阔,112.04平米,中楼层/21层
﻿2003年,39.84545321793585,自供暖,40206811,116.43135612489874,3室1厅2卫,2018-03-18,750,地铁宋家庄站 政馨园 南向三居，一梯两户 空置看房随时,134.03平米,顶层/12层
﻿2009年,39.921035493916978,集中供暖,41816668,116.50457932634413,3室2厅2卫,2018-10-24,896,高档小区 中高楼层 采光好 满五年 送产权车位,138.72平米,中楼层/16层
﻿2003年,39.85964526421393,自供暖,41813826,116.31111666783412,3室2厅2卫,2018-10-23,860,丰益花园东区  近公园  业主诚心出售,144.8平米,低楼层/28层
﻿2012年,39.794124782008207,自供暖,41781782,116.3441260338709,3室2厅2卫,2018-10-19,880,礼域府 中间楼层  中间位置 精装修南北通透三居室,139.68平米,中楼层/17层
﻿2003年,39.960321762363097,集中供暖,41729677,116.50027058329738,3室2厅1卫,2018-10-13,756,东四环朝阳公园边 南北双通透三居室 改善优选 满五唯一,114.28平米,高楼层/21层
﻿2001年,39.92138996627934,集中供暖,41739431,116.25366967804507,3室2厅2卫,2018-10-14,835,玉泉三面朝南 满五年精装 看房随时,114.1平米,中楼层/11层
﻿2009年,39.92371435276894,集中供暖,41733561,116.58481195828239,3室2厅2卫,2018-10-13,830,柏林爱乐四期、南北新上三居室、居家好房子、欢迎看房,131.01平米,高楼层/8层
﻿2008年,40.05287897058062,自供暖,41824817,116.40691131376839,3室2厅2卫,2018-10-25,880,顶秀青溪花园洋房 满五年一套 环境优美 带有露台 带电梯,135.76平米,中楼层/7层
﻿2005年,39.87952210424437,集中供暖,41792592,116.2663234627758,3室2厅2卫,2018-10-21,860,30万精装修 珠江峰景南北向板楼三居 近天元公园,128.4平米,中楼层/11层
﻿2003年,39.78890062758818,集中供暖,41808963,116.49806723573588,3室1厅2卫,2018-10-23,750,房本满5年，带电梯，南北通透，不临街3居，无抵押,121.58平米,顶层/9层
﻿2004年,39.91990879267449,集中供暖,41804371,116.5857920603364,3室2厅2卫,2018-10-22,860,矮板楼，电梯房，南北通透 双卧朝南 全格局 户型方正,151.14平米,中楼层/9层
﻿2003年,40.03429747990113,自供暖,41800645,116.34864489532565,3室2厅2卫,2018-10-22,850,新地标新上正规三居室满五年 20中 采光好 诚意出售,141.38平米,高楼层/32层
﻿2001年,39.863501373618579,集中供暖,41792103,116.3963493445619,3室1厅1卫,2018-10-20,750,东城区 建予园 高层 东南向三居室.无遮挡.视野开阔,112.05平米,高楼层/16层
﻿2011年,40.13820508559864,集中供暖,41735174,116.65815874564079,3室2厅2卫,2018-10-13,700,阳光水岸 带电梯复试上下两层 精装修 楼龄新,167.67平米,高楼层/20层
﻿2010年,39.92648973184271,集中供暖,41707791,116.59741549557042,3室1厅2卫,2018-10-10,740,万象新天罗兰大道3室2厅740万,118.45平米,低楼层/14层
﻿2001年,40.00580792318377,,40827535,116.35188990673298,3室2厅1卫,2018-06-09,899,海丰园优质三居-东南西把边户型-双阳台采光充足,135.63平米,中楼层/12层
﻿2009年,39.93147042184093,集中供暖,41736282,116.59737560676186,3室2厅2卫,2018-10-13,888,朝阳常营万象天际南北通透全明格局大落地窗三居,160.2平米,高楼层/20层
﻿2005年,39.85766064963125,自供暖,41811788,116.44063140633975,3室1厅1卫,2018-10-23,780,南北超大客厅三居室户型方正，高楼层采光视野好，三环边人车分流,132.58平米,高楼层/17层
﻿2009年,40.11059660973757,自供暖,41809103,116.54852035160906,3室2厅2卫,2018-10-23,738,"南北向三室二厅二卫,拎包入住",140.88平米,高楼层/7层
﻿2006年,39.934330036099549,集中供暖,41809047,116.51312018522556,3室2厅2卫,2018-10-23,730,国美2号院小区中间位置 满五唯一 保养好,114.48平米,低楼层/27层
﻿1998年,39.93705887701652,集中供暖,41807966,116.30466097175955,3室1厅1卫,2018-10-23,880,北洼路28号院 精装三居室 高楼层 看房随时,112.85平米,高楼层/18层
﻿2014年,39.88888731210787,集中供暖,41794174,116.69550277444374,3室2厅2卫,2018-10-21,860,合生滨江帝景三居  精装修 户型方正,155.18平米,高楼层/29层
﻿2004年,39.85578777425473,集中供暖,41759090,116.395121378802,3室2厅2卫,2018-10-16,810,经典小洋房，一梯两户的南北小三居,134.53平米,中楼层/11层
﻿2014年,39.887209689835248,集中供暖,41808016,116.65437611361857,3室2厅2卫,2018-10-23,725,瑞都国际 品质三居 南北通透 采光好无遮挡,143.68平米,低楼层/19层
﻿2003年,39.92929319402795,自供暖,41816093,116.21787976768477,3室2厅2卫,2018-10-24,750,南北通透户型好楼层好 稳定出售 中间楼层,163.54平米,中楼层/6层
﻿2004年,39.90106215257836,集中供暖,41806413,116.28116092161885,3室1厅1卫,2018-10-22,848,西四环 长安街南 海淀区今日家园正规三居室,119.57平米,低楼层/24层
﻿2001年,40.006657180030988,自供暖,41788606,116.40938417319014,3室2厅2卫,2018-10-20,750,森林公园边上 单价低 业主换房诚意出售,129.59平米,低楼层/27层
﻿2005年,39.84483489558207,集中供暖,41764549,116.3640388999772,3室2厅2卫,2018-10-17,850,冬季星空全明格局3居出售,122.19平米,中楼层/21层
﻿1999年,39.83468322688625,集中供暖,41732623,116.2933269048941,3室2厅2卫,2018-10-13,735,全南向复式，大三居，科怡路,146.95平米,低楼层/18层
﻿2005年,39.929461587418128,自供暖,40032053,116.59729523976778,3室2厅2卫,2018-02-27,858,常营万象新天一层带花园双卧客厅朝南6号线,127.82平米,底层/6层
﻿2002年,39.87303270822486,自供暖,41754471,116.45913173445304,3室2厅2卫,2018-10-16,750,潘家园片区，翌景嘉园大三居，10号线地铁口的房子，满五年一套,179.71平米,中楼层/28层
﻿2000年,40.00024333848897,集中供暖,41728508,116.41394360057315,3室2厅2卫,2018-10-13,898,新上！鸟巢东+亚运村大屯地铁安慧北里逸园高层大三居，阳光无敌,129.65平米,高楼层/26层
﻿2008年,39.838531101892048,集中供暖,41595678,116.36941783583983,3室1厅1卫,2018-09-23,818,星河苑1号院 精装三居室 户型棒 拎包入住 满五年一套住房,116.89平米,高楼层/20层
﻿,39.93518652141264,集中供暖,41762650,116.64083785964164,3室2厅2卫,2018-10-17,700,北关商圈低总价大3居+运河商务区+6号线8哩岛温榆河畔洋房,158.37平米,顶层/9层
﻿2003年,39.83363201682939,集中供暖,41739200,116.29033867691608,3室1厅2卫,2018-10-14,790,怡海五期，正规大三居，欧尚,136.94平米,中楼层/33层
﻿1998年,39.87898281248953,自供暖,41802749,116.45862359762683,3室2厅2卫,2018-10-22,890,三环内 单独管理商品房小区 40平大客厅！,163.53平米,中楼层/22层
﻿2002年,39.77151237522826,集中供暖,41797854,116.32915066267148,3室2厅2卫,2018-10-21,790,青岛嘉园低密度洋房精装大三居拎包入住随时看房诚售,147.23平米,中楼层/5层
﻿2000年,39.85900238440734,集中供暖,38405799,116.42491563030197,3室2厅3卫,2017-07-30,750,方庄 芳群公寓 南向 三居 业主诚心出售,147.5平米,低楼层/31层
﻿2006年,39.934330036099549,集中供暖,41834245,116.51312018522556,3室2厅2卫,2018-10-26,740,朝阳大悦城，可改四居，餐客分离，给周期，交通方便！,128.38平米,中楼层/27层
﻿2004年,40.065324387054079,集中供暖,41802987,116.35215699875514,3室1厅2卫,2018-10-22,720,新康园 楼中楼复式 上下两层 南北通透,172.53平米,中楼层/24层
﻿1999年,40.0031706429436,集中供暖,41790588,116.46522988704474,3室2厅2卫,2018-10-20,860,南湖东园一区新出的三居，适合有老人小孩家庭，装修真的很好！,121.2平米,底层/7层
﻿2006年,39.754134274594139,集中供暖,41789768,116.32519582067444,3室2厅2卫,2018-10-20,735,红木林 环境好 高楼层 格局好送30多平米,110.23平米,高楼层/28层
﻿2016年,40.07324309875019,集中供暖,41786984,116.13161658484137,3室2厅2卫,2018-10-20,780,绿地中央广场三室二厅两卫看房有钥匙。,129.74平米,中楼层/12层
﻿2010年,39.839282905931579,集中供暖,41773918,116.4523606822873,3室2厅2卫,2018-10-18,872,中海城圣朝菲南北三居880万,135.49平米,中楼层/22层
﻿2008年,40.03824708627605,自供暖,41764398,116.4133778611046,3室2厅2卫,2018-10-17,850,媒体村东南向三居室 几十万精装 靠近奥森公园 交通便利,132.53平米,高楼层/32层
﻿2014年,39.92651087803798,集中供暖,41759274,116.68470489068048,3室2厅2卫,2018-10-16,765,珠江东都国际南北通透大三居 带独立餐厅,143.18平米,底层/15层
﻿2004年,39.870041821132627,集中供暖,41755046,116.45836183959523,3室2厅2卫,2018-10-16,900,华辉苑三居室诚意出售，三环边，环境好,150.74平米,中楼层/23层
﻿2005年,39.926500656729199,集中供暖,41753623,116.59356804581295,3室2厅2卫,2018-10-15,750,万象新天南北通透诚心出售高楼层前后无遮挡,134.94平米,中楼层/20层
﻿2008年,39.99537422340995,集中供暖,41752701,116.41141139776907,3室1厅1卫,2018-10-15,810,新上房源 亚运村 2008年建成商品房 3居室,114.61平米,中楼层/21层
﻿2002年,40.03713573984719,集中供暖,41747473,116.42040313282016,3室2厅1卫,2018-10-14,810,板楼南北通透全明格局三居室，一梯两户，中高楼层,121.3平米,高楼层/11层
﻿2008年,39.866690101759598,自供暖,41739932,116.50638148407876,3室2厅2卫,2018-10-14,836,满五唯一商品房！南东北通透的三居！中楼层！采光足,121.6平米,中楼层/12层
﻿2009年,39.957542604745068,自供暖,41734177,116.54228966927319,3室2厅2卫,2018-10-13,865,东坝地铁3号线+奥林匹克花园诚售三居+高楼层给周期,139.85平米,高楼层/9层
﻿2004年,39.88820008167614,集中供暖,41733932,116.67402373364379,3室2厅2卫,2018-10-13,700,格兰晴天130平大平层三居出售。,130.51平米,中楼层/6层
﻿2006年,39.85766064963125,自供暖,41732984,116.44063140633975,3室1厅1卫,2018-10-13,720,三环边，南北通透三居，户型正采光好，小区人车分流，环境优美,130.95平米,低楼层/16层
﻿2003年,39.76017827823155,自供暖,41731661,116.32545679557802,3室2厅2卫,2018-10-13,750,原生墅大3居，南北通透格局方正，精装修。,149.54平米,中楼层/7层
﻿2004年,40.0234208464821,,41725127,116.43053002748742,3室2厅2卫,2018-10-12,895,五环路城市绿洲 南北三居室 客厅主卧朝南 中楼层采光足,136.85平米,高楼层/9层
﻿2004年,40.06011265545104,集中供暖,41722051,116.32835763598369,3室2厅2卫,2018-10-12,750,金榜园 全明三居 眼睛户型 满五年一套 诚心出售,129.51平米,底层/11层
﻿2002年,39.85203670039148,集中供暖,41691438,116.36203084619942,3室1厅1卫,2018-10-08,720,玺萌鹏苑，位置好临河边公园,115.78平米,低楼层/24层
﻿2003年,39.76017827823155,自供暖,41672619,116.32545679557802,3室2厅2卫,2018-10-06,820,原生墅 三卧朝南三居 电梯房 满五年且一套,162.75平米,中楼层/12层
﻿2008年,39.84734788905246,自供暖,41653668,116.56224121333008,3室2厅2卫,2018-10-02,720,富力又一城B区南北通透小三居，稀有户型，满五年且一套,137.46平米,低楼层/11层
﻿2004年,39.85148450392186,自供暖,41618520,116.30988991763847,3室2厅2卫,2018-09-27,750,南北由1个2居一个1居组成的3居室 少见,126.7平米,中楼层/11层
﻿2014年,39.92651087803798,集中供暖,41607972,116.68470489068048,3室2厅2卫,2018-09-25,780,通州北关 经典大三居 看房方便 真诚在售,142.04平米,中楼层/20层
﻿2003年,39.8236258434566,集中供暖,41591334,116.31445665504482,3室2厅2卫,2018-09-22,745,新天坛医院旁 益辰欣园南北向三居 高楼层 采光非常好,141.22平米,高楼层/13层
﻿2009年,39.957542604745068,自供暖,41590572,116.54228966927319,3室2厅2卫,2018-09-23,865,东坝奥园四期 精装三居 中楼层 好位置 满五一套,137.84平米,中楼层/8层
﻿2003年,39.85787926101443,集中供暖,41564358,116.43574906353526,3室2厅2卫,2018-09-20,720,三环边+方庄桥西+南北通透三居复式+诚售,150.77平米,高楼层/29层
﻿2012年,39.76516310311186,集中供暖,41548949,116.31313698565669,3室2厅2卫,2018-09-18,790,金地仰山 东区花园洋房 低密度 大三居,140.26平米,低楼层/10层
﻿2007年,39.92031557121332,自供暖,41541616,116.52928293305337,3室2厅2卫,2018-09-17,850,阿曼寓所 南北通透三居室 满五年一套 业主诚意出售,134.73平米,低楼层/17层
﻿2002年,39.91423139026637,集中供暖,41534076,116.50260597509927,3室2厅1卫,2018-09-16,830,都会华庭 西南3居 满五年精装修 无遮挡,138.92平米,中楼层/21层
﻿2012年,39.76486821019573,自供暖,41489267,116.33628908835679,3室2厅2卫,2018-09-10,800,此房使用面积230平米左右，业主诚心出售，看房诚心出售,135.34平米,底层/14层
﻿2007年,39.732378207720177,,41477237,116.33101224833782,3室2厅2卫,2018-09-09,717,满五年、电梯房、看房随时、南北通透,143.51平米,中楼层/11层
﻿2009年,39.79052105032974,集中供暖,41476115,116.49179097835554,3室2厅2卫,2018-09-09,848,浉城3居室，南北通透，精装修，看房方便,153.15平米,中楼层/4层
﻿2006年,39.83626035177631,自供暖,41446518,116.30667447846898,3室2厅2卫,2018-09-05,820,鸿业兴园一区 满五年 精装南北大三居 紧邻新天坛医院,127.33平米,顶层/16层
﻿2001年,39.92138996627934,集中供暖,41444552,116.25366967804507,3室2厅2卫,2018-09-05,860,玉海园三面朝南+双卫+电梯满五年一套 看房方便,125平米,中楼层/11层
﻿2010年,39.839298550588747,集中供暖,41426841,116.44843237679801,3室2厅2卫,2018-09-03,795,中海城香克林三室二厅二卫东西通透通风好,138.06平米,低楼层/18层
﻿2001年,39.86671515619718,集中供暖,41376210,116.44447870897571,3室1厅2卫,2018-08-26,810,方庄 芳林苑小区  大三居超大客厅东南向业主诚心出售,140.54平米,高楼层/22层
﻿2001年,39.85964526421393,自供暖,41363917,116.31111666783412,3室2厅2卫,2018-08-25,720,西南三环丽泽商务区 丰益花园 西南3居室 商品房 拎包入住,126.69平米,低楼层/28层
﻿2006年,39.84732912260175,自供暖,41354429,116.56603377413694,3室2厅2卫,2018-08-24,795,富力又一城双卧朝南大三居，有钥匙，满五年且一套,160.2平米,低楼层/22层
﻿2006年,39.934330036099549,集中供暖,41341954,116.51312018522556,3室2厅2卫,2018-08-22,875,五年唯一 高楼层大三居 南北通透装修好,135.81平米,高楼层/27层
﻿2004年,39.86490932706998,集中供暖,41328516,116.43638220820766,3室1厅1卫,2018-08-20,780,方庄 城市芳挺 大客厅3居室 成心出售,111.34平米,低楼层/18层
﻿2002年,39.91423139026637,集中供暖,41311947,116.50260597509927,3室1厅2卫,2018-08-18,815,都会华庭满五年精装婚房，中间楼层，采光好，封闭式社区人车分流,153.56平米,中楼层/30层
﻿2010年,39.77501032007979,集中供暖,41276851,116.32883496520388,3室2厅2卫,2018-08-12,855,保利茉莉大三居 满五唯一 无贷款无抵押 随时能看急售好房,139.48平米,高楼层/18层
﻿1999年,39.83468322688625,集中供暖,41158603,116.2933269048941,3室1厅2卫,2018-07-26,740,丰台科技园阳光四季 单价低 业主急售！！！,146.5平米,低楼层/19层
﻿2000年,40.00024333848897,集中供暖,41150037,116.41394360057315,3室1厅2卫,2018-07-25,870,安慧北里逸园 单独管理的院   满五公房,119.01平米,低楼层/26层
﻿2009年,40.04654313482354,集中供暖,41139525,116.41888512024669,3室1厅2卫,2018-07-23,785,东南三居 花园位置 双卧朝南客厅朝南 采光好,127.07平米,高楼层/25层
﻿2012年,39.90663531080767,集中供暖,41130787,116.69609875062472,3室2厅2卫,2018-07-22,830,通州新城，地铁6号线， 运河公园，,138.66平米,底层/33层
﻿2002年,39.91829013694896,集中供暖,41066768,116.25419132781927,3室2厅2卫,2018-07-13,830,玉海园园中园 高视野 三卧朝南三居室 有钥匙 随时看房,126.32平米,顶层/11层
