2018-10-21,116.38416792713974,3室2厅2卫,2004年,39.842264305869608,41795997,自供暖,738,马家堡角门 怡然家园 电梯房 满五年一套住房,高楼层/16层,133.66平米
﻿2018-09-13,116.37373017200813,3室2厅2卫,2005年,39.84287161388849,41507477,集中供暖,850,地铁十号线四号线角门西站旁瑞丽江畔东南三居室马家堡西路,低楼层/21层,141.65平米
﻿2018-05-06,116.54525007733763,3室2厅2卫,2009年,39.95952353620509,40574263,自供暖,790,东坝奥园主力三居 前后不临街 满五年唯一 无遮挡 随时看房,中楼层/9层,126.95平米
﻿2018-10-14,116.43592445639433,3室1厅2卫,1998年,39.867201189924717,41740110,集中供暖,720,二环边单价4.7万 三居 满五年一套 地铁14号线 看房随时,低楼层/25层,153平米
﻿2018-04-28,116.43550675653209,3室2厅2卫,1996年,39.86951378402764,40519795,集中供暖,717,新上！！南北通透三居室。同小区xing价比高,低楼层/26层,117.7平米
﻿2018-10-20,116.32545679557802,3室2厅2卫,2003年,39.76017827823155,41786030,自供暖,760,原生墅 南北三居 2层，小区中心，满五年且一套住房,低楼层/6层,142.5平米
﻿2018-10-25,116.40691131376839,3室2厅2卫,2008年,40.05287897058062,41824817,自供暖,880,顶秀青溪花园洋房 满五年一套 环境优美 带有露台 带电梯,中楼层/7层,135.76平米
﻿2018-10-20,116.31643490872858,3室2厅2卫,2006年,39.84554431906123,41787267,集中供暖,880,首经贸地铁口 万年花城板楼南北向三居 满五年V1 诚售,中楼层/10层,126.75平米
﻿2018-09-23,116.33628908835679,3室2厅2卫,2012年,39.76486821019573,41590443,自供暖,735,客厅带7.8平大阳台，宽广明亮，明厨明卫,中楼层/12层,138.04平米
﻿2018-07-16,116.59729523976778,3室2厅2卫,2006年,39.929461587418128,41090821,自供暖,730,常营6号线常营站商品房封闭性社区使用率高楼看房方便,低楼层/17层,148.8平米
﻿2018-10-07,116.47526021006353,3室1厅2卫,2001年,39.999886696235737,41681337,自供暖,860,望京西园三区 边户型 南北通透三居 满五唯一 全明格局,高楼层/22层,136.12平米
﻿2018-09-28,116.330276951652,3室2厅2卫,2012年,39.75416948798817,41625937,集中供暖,710,枣园地铁口，中建国际港，精装三居室，楼层好，看房随时,高楼层/34层,130.24平米
﻿2018-09-22,116.51312018522556,3室2厅2卫,2006年,39.934330036099549,41584978,集中供暖,858,高层全视墅大三居 五年一套,高楼层/27层,136.11平米
﻿2018-09-16,116.48295586701799,3室1厅1卫,1999年,39.9296220560065,41533332,集中供暖,745,（幸福我家）碧水园品质小区，高层大三居双阳台，两厅，亮度高,中楼层/22层,122.59平米
﻿2018-09-09,116.43420609400877,3室1厅2卫,1998年,39.98246110348387,41472306,集中供暖,720,芍药居人大附 精装3居 满五年公房 低于同户型100万,中楼层/18层,115.96平米
﻿2018-09-04,116.3936047730343,3室2厅1卫,2003年,39.86361462898721,41435956,自供暖,880,悠胜美苑大客厅，格局好的三居新品上市,高楼层/18层,127.82平米
﻿2018-08-26,116.32047839873076,3室2厅2卫,2006年,39.83911331747548,41377698,集中供暖,830,万年花城一期 南北通透精装三居 满五年 830万随时看房,顶层/16层,117.34平米
﻿2018-07-07,116.46479493793405,3室2厅2卫,2005年,39.89047466601609,41027749,集中供暖,790,东南向大三居 满五唯一商品房 欧式装修 采光好,中楼层/28层,139.72平米
﻿2018-05-28,116.49408696158322,3室2厅2卫,2005年,39.874419609459199,40734804,集中供暖,870,东南四环窑洼湖桥南北通透三居室中间楼层视野开阔采光充足,低楼层/23层,143.06平米
﻿2018-05-17,116.59737560676186,3室2厅2卫,2009年,39.93147042184093,40652924,集中供暖,828,万象新天 天际高尔夫 南北三居 采光好 诚意出售,低楼层/20层,154.47平米
﻿2018-04-07,116.52441656686755,3室2厅2卫,2002年,39.910112580510709,40362219,集中供暖,765,朝青大悦城 兴隆家园二期 东南三室两卫 满五年一套免征个税,低楼层/24层,134.64平米
﻿2017-07-30,116.40542717008577,3室1厅2卫,2010年,39.86302820199891,38404796,自供暖,759,东城区 永定门华龙美晟南北通透三居室 商品房成熟社区,底层/14层,113.87平米
﻿2015-03-17,116.37581708563504,3室2厅2卫,2003年,39.866839197567617,32537999,集中供暖,720,幸福路6号院 东西通透，复试结构 三室二厅二卫 诚意出售,顶层/6层,162.84平米
﻿2018-09-23,116.25912340549567,3室2厅2卫,2005年,39.88752645842264,41594031,自供暖,795,西四环 大成路 南北大三居 小区中间位置 采光好,低楼层/11层,141.68平米
﻿2018-08-08,116.36213723232319,3室1厅2卫,1999年,40.07493072907663,41248070,集中供暖,900,满五过户+豪华装修+商品房新小区+霍营站500米,高楼层/11层,125.06平米
﻿2018-07-27,116.40938417319014,3室2厅2卫,2001年,40.006657180030988,41162177,自供暖,830,森林公园边上 地下车位充中 正对紫玉山庄,低楼层/29层,131.65平米
﻿2018-09-11,116.36941783583983,3室1厅1卫,2008年,39.838531101892048,41489890,集中供暖,840,地铁边星河苑出售精装南北双通透大三居室可做四居使用,高楼层/12层,122.3平米
﻿2018-09-08,116.330276951652,3室2厅2卫,2015年,39.75416948798817,41466298,集中供暖,700,枣园地铁口，中建国际港，三居室，精装修，楼层好，看房随时,中楼层/35层,130.24平米
﻿2018-06-16,116.50559342415368,3室2厅2卫,2008年,39.89625516623177,40884306,集中供暖,800,新上沿海南北双卫三居室，双卧朝南，方正户型，只有契税随时看,低楼层/24层,127.36平米
﻿2018-06-08,116.36510649044355,3室2厅2卫,2004年,39.83325032576818,40822885,自供暖,830,马家堡 城南嘉园  精装修通透三居 满五一套,高楼层/10层,124.53平米
﻿2018-05-21,116.49408696158322,3室2厅2卫,2005年,39.874419609459199,40684088,集中供暖,775,急售、急售、五年一套，南向三居，户型方正,低楼层/23层,132.75平米
﻿2018-06-24,116.31681268346914,3室1厅2卫,2006年,39.84554084645028,40941381,集中供暖,880,首经贸地铁 全南向三居 满五年且名下一套住房 有钥匙,中楼层/29层,126.57平米
﻿2018-06-23,116.66233448810962,3室2厅2卫,2008年,40.13701155118213,40930538,集中供暖,705,绿港家园四区 精装修三室二厅二卫南北通透 满五年一套,低楼层/20层,166.42平米
﻿2018-08-24,116.3441260338709,3室2厅2卫,2008年,39.794124782008207,41359485,自供暖,730,理想城礼域府西南向三居 诚心出售 看房方便,低楼层/20层,128.36平米
﻿2018-07-03,116.4658780882269,3室2厅1卫,2000年,39.87576602315352,41000767,集中供暖,800,捡漏！潘家园松榆西里烟草局家属院 独院管理  业主着急出售,顶层/6层,148.11平米
﻿2018-06-25,116.43574906353526,3室2厅2卫,2003年,39.85787926101443,40945797,集中供暖,730,三环边+三居+西南向+环境优美+集中供暖+改善必选,高楼层/29层,120.89平米
﻿2018-06-19,116.54525007733763,3室2厅2卫,2009年,39.95952353620509,40900139,自供暖,835,东坝奥园满五年好位置价位能谈能谈能谈直通车库,中楼层/7层,137.59平米
﻿2018-08-28,116.35981324604977,3室1厅2卫,2004年,39.846694266562987,41387616,集中供暖,750,南三环草桥南北三居室  业主诚心卖,低楼层/9层,124.82平米
﻿2018-01-21,116.393885113898,3室1厅1卫,2004年,39.864422877163878,39876191,集中供暖,780,东城区 望陶园三室一厅一卫,中楼层/18层,134.11平米
﻿2018-10-07,116.40536067571368,3室1厅1卫,1999年,40.00401819206174,41682491,集中供暖,730,奥森公园旁慧忠北里三社区 三居室  独院管理 24小时热水,中楼层/25层,120.62平米
﻿2018-09-18,116.20414765051786,3室2厅2卫,2009年,39.93248255680425,41546044,集中供暖,880,雍景四季 中楼层精装大三居 满五唯一 小区门口地铁6号线,中楼层/23层,139.62平米
﻿2018-09-12,116.32110064287258,3室2厅2卫,2000年,40.07299490223857,41498223,集中供暖,730,龙泽苑西区一层带院 大三居 满五年,底层/6层,131.78平米
﻿2018-08-23,116.42491563030197,3室2厅2卫,2000年,39.85900238440734,41353288,集中供暖,730,地铁口 超棒南北大三居 少见户型n业主特诚心出售随时看房,中楼层/31层,147.18平米
﻿2018-08-17,116.3617276888562,3室2厅2卫,2003年,39.84261481429107,41308130,集中供暖,865,洋房社区  南北三居室  看房只需提前联系,高楼层/6层,118.14平米
﻿2018-07-18,116.20670260873092,3室2厅2卫,2011年,39.89497684062155,41101239,集中供暖,800,融景城  南北通透三室两厅两卫  精装修,中楼层/26层,132.38平米
﻿2018-01-27,116.38297664391607,3室2厅2卫,2006年,39.83784235411685,39915435,集中供暖,715,马家堡 西马金润南北通透大三居居 满五年,高楼层/6层,147.4平米
﻿2017-04-20,116.50416893419397,3室2厅2卫,2006年,39.92556150710766,37527923,集中供暖,870,晨光家园B区三室二厅二卫,低楼层/21层,136平米
﻿2017-03-08,116.50416893419397,3室2厅2卫,2006年,39.92556150710766,37175447,集中供暖,860,晨光家园B区三室二厅二卫,顶层/13层,135平米
﻿2018-07-06,116.50561556753093,3室2厅2卫,2008年,39.89834561740244,41022370,集中供暖,830,沿海赛洛城南北通透三居，不临街，前后是花园。,低楼层/5层,139.66平米
﻿2017-12-12,116.31937605512732,3室1厅1卫,2003年,39.878519830401099,39551191,集中供暖,820,首科花园 全南向三居 高楼层 户型方正 业主诚心出售,高楼层/26层,119.4平米
﻿2018-03-24,116.32883496520388,3室2厅2卫,2010年,39.77501032007979,40259961,集中供暖,718,保利茉莉公馆  南北向三室两厅两卫格局  不临街明卫,低楼层/22层,132.12平米
﻿2018-10-14,116.41888512024669,3室2厅2卫,2008年,40.04654313482354,41745718,集中供暖,800,西南三居 花园位置 双卧朝南客厅朝南 采光好,顶层/23层,135.97平米
