﻿2018-03-08,116.43898902282884,3室2厅2卫,2001年,39.84677720096638,40109826,集中供暖,705,宋家庄、成寿寺嘉和人家小区03年商品房社区 西南向 高楼层,高楼层/23层,123.73平米
﻿2018-07-21,116.5531908613908,3室2厅2卫,2009年,40.111072354740297,41124132,自供暖,730,江山赋，新上全明三居两卫，不临街不把边，高楼层，,中楼层/11层,115.48平米
﻿2018-04-18,116.4240831011235,3室2厅2卫,2005年,40.03946814907959,40446763,集中供暖,750,茉藜园南北三居室 中间楼层 无遮挡满五年一套一直自住,低楼层/19层,120.8平米
﻿2018-09-22,116.42778826132168,3室2厅2卫,2012年,40.03619401291557,41587803,集中供暖,890,筑华年 南向三居室 看房方便有钥匙 业主诚售,低楼层/24层,122.35平米
﻿2018-08-06,116.42127006402524,3室3厅2卫,2006年,40.04042043270324,41235106,自供暖,780,天怡家园南北三居室 两套房一个本 楼层高视野好 看房有钥匙,中楼层/20层,153.85平米
﻿2018-06-12,116.4240831011235,3室2厅2卫,2007年,40.03946814907959,40853529,集中供暖,705,茉藜园西南向三居室，房主诚售，带车位，紧邻地铁5号线,高楼层/26层,126.72平米
﻿2018-05-18,116.47592281328181,3室2厅2卫,2000年,39.99892770748108,40662786,,810,望京新城东南三居 满五年 无敌户型 随时看 周期无限,低楼层/29层,142.93平米
﻿2018-03-08,116.31491666537784,3室2厅2卫,2005年,40.05792505026989,40109760,集中供暖,860,满五年商品房南北通透三居室出售,中楼层/12层,142.29平米
﻿2018-09-06,116.44227101076088,3室2厅2卫,1994年,39.95698142012025,41454299,集中供暖,800,三元桥左家庄 精装复式 南北通透,顶层/6层,148.3平米
﻿2018-07-26,116.30136042011067,3室2厅2卫,2004年,39.83167919174496,41157169,集中供暖,800,怡海花园三期 三居室 业主诚售,高楼层/18层,130.07平米
﻿2018-03-03,116.47592281328181,3室1厅1卫,2000年,39.99892770748108,40069808,,810,望京西园四区日不落三居室，带阳光房，带露台，前后不临街,高楼层/26层,115.87平米
﻿2018-07-25,116.47592281328181,3室2厅2卫,2000年,39.99892770748108,41153878,,830,望京新城，板楼全南三居室，采光好，双卫设计，有钥匙随时看房,中楼层/20层,125.33平米
﻿2018-05-13,116.4240831011235,3室2厅2卫,2007年,40.03946814907959,40625112,集中供暖,730,茉藜园南北通透大三居 正对花园  看房方便,中楼层/18层,153.19平米
﻿2018-09-06,116.43237687141482,3室1厅1卫,2008年,39.98417776744501,41454906,集中供暖,900,芍药居北里，08年南北三居，2梯5户，有钥匙，随时签约,低楼层/31层,116.17平米
﻿2018-08-30,116.46896917717918,3室2厅1卫,1999年,40.004165713170618,41397872,集中供暖,800,三居双卫，大户型，振国三居，高层视野好，无遮挡,高楼层/30层,155.42平米
﻿2018-07-30,116.35995498332855,3室2厅1卫,2003年,40.03773971499165,41183262,集中供暖,725,怡清园板楼正规南北三居 楼层好,低楼层/7层,120.87平米
﻿2018-09-09,116.47080021627375,3室2厅1卫,1996年,39.98943734839721,41479430,集中供暖,800,望花路西里 三居室 户型方正 视野开阔,中楼层/21层,112.04平米
﻿2018-03-18,116.43135612489874,3室1厅2卫,2003年,39.84545321793585,40206811,自供暖,750,地铁宋家庄站 政馨园 南向三居，一梯两户 空置看房随时,顶层/12层,134.03平米
﻿2018-10-24,116.50457932634413,3室2厅2卫,2009年,39.921035493916978,41816668,集中供暖,896,高档小区 中高楼层 采光好 满五年 送产权车位,中楼层/16层,138.72平米
﻿2018-10-23,116.31111666783412,3室2厅2卫,2003年,39.85964526421393,41813826,自供暖,860,丰益花园东区  近公园  业主诚心出售,低楼层/28层,144.8平米
﻿2018-10-19,116.3441260338709,3室2厅2卫,2012年,39.794124782008207,41781782,自供暖,880,礼域府 中间楼层  中间位置 精装修南北通透三居室,中楼层/17层,139.68平米
﻿2018-10-13,116.50027058329738,3室2厅1卫,2003年,39.960321762363097,41729677,集中供暖,756,东四环朝阳公园边 南北双通透三居室 改善优选 满五唯一,高楼层/21层,114.28平米
﻿2018-10-14,116.25366967804507,3室2厅2卫,2001年,39.92138996627934,41739431,集中供暖,835,玉泉三面朝南 满五年精装 看房随时,中楼层/11层,114.1平米
﻿2018-10-13,116.58481195828239,3室2厅2卫,2009年,39.92371435276894,41733561,集中供暖,830,柏林爱乐四期、南北新上三居室、居家好房子、欢迎看房,高楼层/8层,131.01平米
﻿2018-10-21,116.2663234627758,3室2厅2卫,2005年,39.87952210424437,41792592,集中供暖,860,30万精装修 珠江峰景南北向板楼三居 近天元公园,中楼层/11层,128.4平米
﻿2018-10-23,116.49806723573588,3室1厅2卫,2003年,39.78890062758818,41808963,集中供暖,750,房本满5年，带电梯，南北通透，不临街3居，无抵押,顶层/9层,121.58平米
﻿2018-10-22,116.5857920603364,3室2厅2卫,2004年,39.91990879267449,41804371,集中供暖,860,矮板楼，电梯房，南北通透 双卧朝南 全格局 户型方正,中楼层/9层,151.14平米
﻿2018-10-22,116.34864489532565,3室2厅2卫,2003年,40.03429747990113,41800645,自供暖,850,新地标新上正规三居室满五年 20中 采光好 诚意出售,高楼层/32层,141.38平米
﻿2018-10-20,116.3963493445619,3室1厅1卫,2001年,39.863501373618579,41792103,集中供暖,750,东城区 建予园 高层 东南向三居室.无遮挡.视野开阔,高楼层/16层,112.05平米
﻿2018-10-13,116.65815874564079,3室2厅2卫,2011年,40.13820508559864,41735174,集中供暖,700,阳光水岸 带电梯复试上下两层 精装修 楼龄新,高楼层/20层,167.67平米
﻿2018-10-10,116.59741549557042,3室1厅2卫,2010年,39.92648973184271,41707791,集中供暖,730,万象新天罗兰大道3室2厅740万,低楼层/14层,118.45平米
﻿2018-06-09,116.35188990673298,3室2厅1卫,2001年,40.00580792318377,40827535,,899,海丰园优质三居-东南西把边户型-双阳台采光充足,中楼层/12层,135.63平米
﻿2018-10-13,116.59737560676186,3室2厅2卫,2009年,39.93147042184093,41736282,集中供暖,888,朝阳常营万象天际南北通透全明格局大落地窗三居,高楼层/20层,160.2平米
﻿2018-10-23,116.44063140633975,3室1厅1卫,2005年,39.85766064963125,41811788,自供暖,780,南北超大客厅三居室户型方正，高楼层采光视野好，三环边人车分流,高楼层/17层,132.58平米
﻿2018-10-23,116.54852035160906,3室2厅2卫,2009年,40.11059660973757,41809103,自供暖,738,"南北向三室二厅二卫,拎包入住",高楼层/7层,140.88平米
﻿2018-10-23,116.51312018522556,3室2厅2卫,2006年,39.934330036099549,41809047,集中供暖,730,国美2号院小区中间位置 满五唯一 保养好,低楼层/27层,114.48平米
﻿2018-10-23,116.30466097175955,3室1厅1卫,1998年,39.93705887701652,41807966,集中供暖,880,北洼路28号院 精装三居室 高楼层 看房随时,高楼层/18层,112.85平米
﻿2018-10-21,116.69550277444374,3室2厅2卫,2014年,39.88888731210787,41794174,集中供暖,860,合生滨江帝景三居  精装修 户型方正,高楼层/29层,155.18平米
﻿2018-10-16,116.395121378802,3室2厅2卫,2004年,39.85578777425473,41759090,集中供暖,810,经典小洋房，一梯两户的南北小三居,中楼层/11层,134.53平米
﻿2018-10-23,116.65437611361857,3室2厅2卫,2014年,39.887209689835248,41808016,集中供暖,725,瑞都国际 品质三居 南北通透 采光好无遮挡,低楼层/19层,143.68平米
﻿2018-10-24,116.21787976768477,3室2厅2卫,2003年,39.92929319402795,41816093,自供暖,750,南北通透户型好楼层好 稳定出售 中间楼层,中楼层/6层,163.54平米
﻿2018-10-22,116.28116092161885,3室1厅1卫,2004年,39.90106215257836,41806413,集中供暖,848,西四环 长安街南 海淀区今日家园正规三居室,低楼层/24层,119.57平米
﻿2018-10-20,116.40938417319014,3室2厅2卫,2001年,40.006657180030988,41788606,自供暖,750,森林公园边上 单价低 业主换房诚意出售,低楼层/27层,129.59平米
﻿2018-10-17,116.3640388999772,3室2厅2卫,2005年,39.84483489558207,41764549,集中供暖,850,冬季星空全明格局3居出售,中楼层/21层,122.19平米
﻿2018-10-13,116.2933269048941,3室2厅2卫,1999年,39.83468322688625,41732623,集中供暖,735,全南向复式，大三居，科怡路,低楼层/18层,146.95平米
﻿2018-02-27,116.59729523976778,3室2厅2卫,2005年,39.929461587418128,40032053,自供暖,858,常营万象新天一层带花园双卧客厅朝南6号线,底层/6层,127.82平米
﻿2018-10-16,116.45913173445304,3室2厅2卫,2002年,39.87303270822486,41754471,自供暖,750,潘家园片区，翌景嘉园大三居，10号线地铁口的房子，满五年一套,中楼层/28层,179.71平米
﻿2018-10-13,116.41394360057315,3室2厅2卫,2000年,40.00024333848897,41728508,集中供暖,898,新上！鸟巢东+亚运村大屯地铁安慧北里逸园高层大三居，阳光无敌,高楼层/26层,129.65平米
﻿2018-09-23,116.36941783583983,3室1厅1卫,2008年,39.838531101892048,41595678,集中供暖,818,星河苑1号院 精装三居室 户型棒 拎包入住 满五年一套住房,高楼层/20层,116.89平米
﻿2018-10-17,116.64083785964164,3室2厅2卫,,39.93518652141264,41762650,集中供暖,700,北关商圈低总价大3居+运河商务区+6号线8哩岛温榆河畔洋房,顶层/9层,158.37平米
﻿2018-10-14,116.29033867691608,3室1厅2卫,2003年,39.83363201682939,41739200,集中供暖,790,怡海五期，正规大三居，欧尚,中楼层/33层,136.94平米
﻿2018-10-22,116.45862359762683,3室2厅2卫,1998年,39.87898281248953,41802749,自供暖,890,三环内 单独管理商品房小区 40平大客厅！,中楼层/22层,163.53平米
﻿2018-10-21,116.32915066267148,3室2厅2卫,2002年,39.77151237522826,41797854,集中供暖,790,青岛嘉园低密度洋房精装大三居拎包入住随时看房诚售,中楼层/5层,147.23平米
﻿2017-07-30,116.42491563030197,3室2厅3卫,2000年,39.85900238440734,38405799,集中供暖,750,方庄 芳群公寓 南向 三居 业主诚心出售,低楼层/31层,147.5平米
﻿2018-10-26,116.51312018522556,3室2厅2卫,2006年,39.934330036099549,41834245,集中供暖,740,朝阳大悦城，可改四居，餐客分离，给周期，交通方便！,中楼层/27层,128.38平米
﻿2018-10-24,116.43226742007363,3室2厅2卫,2003年,39.84868894789655,41822398,自供暖,700,政馨园一区东南向三居诚心出售！紧临地铁宋家庄！,中楼层/11层,132.39平米
﻿2018-10-22,116.35215699875514,3室1厅2卫,2004年,40.065324387054079,41802987,集中供暖,720,新康园 楼中楼复式 上下两层 南北通透,中楼层/24层,172.53平米
﻿2018-10-20,116.46522988704474,3室2厅2卫,1999年,40.0031706429436,41790588,集中供暖,860,南湖东园一区新出的三居，适合有老人小孩家庭，装修真的很好！,底层/7层,121.2平米
﻿2018-10-20,116.32519582067444,3室2厅2卫,2006年,39.754134274594139,41789768,集中供暖,735,红木林 环境好 高楼层 格局好送30多平米,高楼层/28层,110.23平米
﻿2018-10-20,116.13161658484137,3室2厅2卫,2016年,40.07324309875019,41786984,集中供暖,780,绿地中央广场三室二厅两卫看房有钥匙。,中楼层/12层,129.74平米
﻿2018-10-18,116.4523606822873,3室2厅2卫,2010年,39.839282905931579,41773918,集中供暖,872,中海城圣朝菲南北三居880万,中楼层/22层,135.49平米
﻿2018-10-17,116.4133778611046,3室2厅2卫,2008年,40.03824708627605,41764398,自供暖,850,媒体村东南向三居室 几十万精装 靠近奥森公园 交通便利,高楼层/32层,132.53平米
﻿2018-10-16,116.68470489068048,3室2厅2卫,2014年,39.92651087803798,41759274,集中供暖,765,珠江东都国际南北通透大三居 带独立餐厅,底层/15层,143.18平米
﻿2018-10-16,116.45836183959523,3室2厅2卫,2004年,39.870041821132627,41755046,集中供暖,900,华辉苑三居室诚意出售，三环边，环境好,中楼层/23层,150.74平米
﻿2018-10-15,116.59356804581295,3室2厅2卫,2005年,39.926500656729199,41753623,集中供暖,750,万象新天南北通透诚心出售高楼层前后无遮挡,中楼层/20层,134.94平米
﻿2018-10-15,116.41141139776907,3室1厅1卫,2008年,39.99537422340995,41752701,集中供暖,810,新上房源 亚运村 2008年建成商品房 3居室,中楼层/21层,114.61平米
﻿2018-10-14,116.42040313282016,3室2厅1卫,2002年,40.03713573984719,41747473,集中供暖,810,板楼南北通透全明格局三居室，一梯两户，中高楼层,高楼层/11层,121.3平米
﻿2018-10-14,116.50638148407876,3室2厅2卫,2008年,39.866690101759598,41739932,自供暖,836,满五唯一商品房！南东北通透的三居！中楼层！采光足,中楼层/12层,121.6平米
﻿2018-10-13,116.54228966927319,3室2厅2卫,2009年,39.957542604745068,41734177,自供暖,865,东坝地铁3号线+奥林匹克花园诚售三居+高楼层给周期,高楼层/9层,139.85平米
﻿2018-10-13,116.67402373364379,3室2厅2卫,2004年,39.88820008167614,41733932,集中供暖,700,格兰晴天130平大平层三居出售。,中楼层/6层,130.51平米
﻿2018-10-13,116.44063140633975,3室1厅1卫,2006年,39.85766064963125,41732984,自供暖,720,三环边，南北通透三居，户型正采光好，小区人车分流，环境优美,低楼层/16层,130.95平米
﻿2018-10-13,116.32545679557802,3室2厅2卫,2003年,39.76017827823155,41731661,自供暖,750,原生墅大3居，南北通透格局方正，精装修。,中楼层/7层,149.54平米
﻿2018-10-12,116.43053002748742,3室2厅2卫,2004年,40.0234208464821,41725127,,895,五环路城市绿洲 南北三居室 客厅主卧朝南 中楼层采光足,高楼层/9层,136.85平米
﻿2018-10-12,116.32835763598369,3室2厅2卫,2004年,40.06011265545104,41722051,集中供暖,750,金榜园 全明三居 眼睛户型 满五年一套 诚心出售,底层/11层,129.51平米
﻿2018-10-08,116.36203084619942,3室1厅1卫,2002年,39.85203670039148,41691438,集中供暖,720,玺萌鹏苑，位置好临河边公园,低楼层/24层,115.78平米
﻿2018-10-06,116.32545679557802,3室2厅2卫,2003年,39.76017827823155,41672619,自供暖,820,原生墅 三卧朝南三居 电梯房 满五年且一套,中楼层/12层,162.75平米
﻿2018-10-02,116.56224121333008,3室2厅2卫,2008年,39.84734788905246,41653668,自供暖,720,富力又一城B区南北通透小三居，稀有户型，满五年且一套,低楼层/11层,137.46平米
﻿2018-09-27,116.30988991763847,3室2厅2卫,2004年,39.85148450392186,41618520,自供暖,750,南北由1个2居一个1居组成的3居室 少见,中楼层/11层,126.7平米
﻿2018-09-25,116.68470489068048,3室2厅2卫,2014年,39.92651087803798,41607972,集中供暖,780,通州北关 经典大三居 看房方便 真诚在售,中楼层/20层,142.04平米
﻿2018-09-22,116.31445665504482,3室2厅2卫,2003年,39.8236258434566,41591334,集中供暖,745,新天坛医院旁 益辰欣园南北向三居 高楼层 采光非常好,高楼层/13层,141.22平米
﻿2018-09-23,116.54228966927319,3室2厅2卫,2009年,39.957542604745068,41590572,自供暖,865,东坝奥园四期 精装三居 中楼层 好位置 满五一套,中楼层/8层,137.84平米
﻿2018-09-20,116.43574906353526,3室2厅2卫,2003年,39.85787926101443,41564358,集中供暖,720,三环边+方庄桥西+南北通透三居复式+诚售,高楼层/29层,150.77平米
﻿2018-09-18,116.31313698565669,3室2厅2卫,2012年,39.76516310311186,41548949,集中供暖,790,金地仰山 东区花园洋房 低密度 大三居,低楼层/10层,140.26平米
﻿2018-09-17,116.52928293305337,3室2厅2卫,2007年,39.92031557121332,41541616,自供暖,850,阿曼寓所 南北通透三居室 满五年一套 业主诚意出售,低楼层/17层,134.73平米
﻿2018-09-16,116.50260597509927,3室2厅1卫,2002年,39.91423139026637,41534076,集中供暖,830,都会华庭 西南3居 满五年精装修 无遮挡,中楼层/21层,138.92平米
﻿2018-09-10,116.33628908835679,3室2厅2卫,2012年,39.76486821019573,41489267,自供暖,800,此房使用面积230平米左右，业主诚心出售，看房诚心出售,底层/14层,135.34平米
﻿2018-09-09,116.33101224833782,3室2厅2卫,2007年,39.732378207720177,41477237,,717,满五年、电梯房、看房随时、南北通透,中楼层/11层,143.51平米
﻿2018-09-09,116.49179097835554,3室2厅2卫,2009年,39.79052105032974,41476115,集中供暖,848,浉城3居室，南北通透，精装修，看房方便,中楼层/4层,153.15平米
﻿2018-09-07,116.2933269048941,3室2厅2卫,1999年,39.83468322688625,41460516,集中供暖,780,总部基地科丰桥北便宜大三居 单价太低了,中楼层/19层,165.88平米
﻿2018-09-05,116.30667447846898,3室2厅2卫,2006年,39.83626035177631,41446518,自供暖,820,鸿业兴园一区 满五年 精装南北大三居 紧邻新天坛医院,顶层/16层,127.33平米
﻿2018-09-05,116.25366967804507,3室2厅2卫,2001年,39.92138996627934,41444552,集中供暖,860,玉海园三面朝南+双卫+电梯满五年一套 看房方便,中楼层/11层,125平米
﻿2018-09-03,116.44843237679801,3室2厅2卫,2010年,39.839298550588747,41426841,集中供暖,795,中海城香克林三室二厅二卫东西通透通风好,低楼层/18层,138.06平米
﻿2018-08-26,116.44447870897571,3室1厅2卫,2001年,39.86671515619718,41376210,集中供暖,810,方庄 芳林苑小区  大三居超大客厅东南向业主诚心出售,高楼层/22层,140.54平米
﻿2018-08-25,116.31111666783412,3室2厅2卫,2001年,39.85964526421393,41363917,自供暖,720,西南三环丽泽商务区 丰益花园 西南3居室 商品房 拎包入住,低楼层/28层,126.69平米
﻿2018-08-24,116.56603377413694,3室2厅2卫,2006年,39.84732912260175,41354429,自供暖,795,富力又一城双卧朝南大三居，有钥匙，满五年且一套,低楼层/22层,160.2平米
﻿2018-08-22,116.51312018522556,3室2厅2卫,2006年,39.934330036099549,41341954,集中供暖,875,五年唯一 高楼层大三居 南北通透装修好,高楼层/27层,135.81平米
﻿2018-08-20,116.43638220820766,3室1厅1卫,2004年,39.86490932706998,41328516,集中供暖,780,方庄 城市芳挺 大客厅3居室 成心出售,低楼层/18层,111.34平米
﻿2018-08-18,116.50260597509927,3室1厅2卫,2002年,39.91423139026637,41311947,集中供暖,815,都会华庭满五年精装婚房，中间楼层，采光好，封闭式社区人车分流,中楼层/30层,153.56平米
﻿2018-08-12,116.32883496520388,3室2厅2卫,2010年,39.77501032007979,41276851,集中供暖,855,保利茉莉大三居 满五唯一 无贷款无抵押 随时能看急售好房,高楼层/18层,139.48平米
﻿2018-07-26,116.2933269048941,3室1厅2卫,1999年,39.83468322688625,41158603,集中供暖,740,丰台科技园阳光四季 单价低 业主急售！！！,低楼层/19层,146.5平米
﻿2018-07-25,116.41394360057315,3室1厅2卫,2000年,40.00024333848897,41150037,集中供暖,870,安慧北里逸园 单独管理的院   满五公房,低楼层/26层,119.01平米
﻿2018-07-23,116.41888512024669,3室1厅2卫,2009年,40.04654313482354,41139525,集中供暖,785,东南三居 花园位置 双卧朝南客厅朝南 采光好,高楼层/25层,127.07平米
